,user_id,name,review_count,yelping_since,useful,funny,cool,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
1525,UXcOSMHZM2RPWTgjQbKDJg,Daniel,151,2008-11-04 15:38:40,337,351,188,14,3.4,15,0,0,0,0,13,12,17,17,7,4
1532,qAQjfwspeg9WvCewHLrxOQ,Michael,228,2007-06-07 01:00:50,421,340,267,14,3.99,48,6,4,2,3,34,57,71,71,16,1
1536,WS_vooKZJws2J3eqpM6Lkw,Sarah,18,2011-07-17 13:24:48,143,75,105,3,4.55,0,2,0,1,0,1,5,2,2,4,1
1549,TYwQtORbORzcX22xdYBx1g,Brian,245,2009-09-05 21:20:09,534,159,217,66,4.1,34,5,7,2,7,24,27,29,29,17,12
1556,WQ-_hGAsrAeR9QrZ4HH2lw,J,57,2006-09-05 02:33:16,77,15,18,3,3.93,3,0,0,0,0,5,5,0,0,2,0
1557,d0xjrf1CL0ollZNK5xewWg,Katrina,336,2008-11-17 02:26:36,728,185,392,39,4.18,72,11,3,2,2,34,52,71,71,27,3
1559,FkAzO6mD7xIydood2ccFXQ,Marisa,452,2007-07-30 20:31:04,653,174,232,29,3.79,9,4,3,1,1,7,9,14,14,8,0
1560,XwbnUSJeDscLDGfe4A1x3Q,mike,436,2006-08-13 03:32:13,910,823,429,43,3.12,11,13,2,2,0,23,38,27,27,17,5
1572,UlWDGR0QrBbdFsVY6ugocw,Aimee,885,2010-04-29 14:32:53,8423,3486,6080,713,4.24,688,100,41,74,12,914,2950,1362,1362,359,296
1577,nCYcZqc1S2q-8_NvL2Lrww,Danielle,288,2007-02-12 01:43:56,134,51,82,3,3.74,2,0,1,0,1,1,2,12,12,6,0
1584,lMl3gDOuKT7hmlkwJ8it5A,Paige,321,2010-08-03 19:12:40,412,243,244,25,4.09,29,3,0,1,3,9,30,46,46,23,4
1594,bon8_JZj5clcxf6weJ7nrw,Bobby,181,2009-09-18 13:49:30,302,160,189,9,3.38,9,5,1,0,0,13,15,24,24,5,0
1609,rp4ctJtEe8_TnG81B7VKPQ,Joe,250,2010-05-03 03:57:05,314,58,123,6,4.31,4,2,0,1,0,4,8,13,13,15,0
1614,mKBl4fAqTfNts7B78aOPVg,Dave,752,2009-10-11 04:00:50,2805,1049,1770,76,3.68,163,20,6,2,12,202,891,557,557,74,70
1633,f-wjQLYvzGpHCMJq8Hjc0w,Kara,426,2011-02-15 04:54:21,1053,485,399,24,3.77,14,3,2,0,0,11,19,10,10,22,1
1635,g3HFkZgloxLQCvoJ5Zs5gg,Jana,3152,2009-08-03 14:55:03,13678,6675,11139,236,3.96,897,64,49,49,10,427,1064,1506,1506,504,488
1640,q4-Nvtr-FlHxAZu66vm-ig,Joe,777,2009-03-27 21:47:16,4371,1132,2343,123,3.76,106,15,9,2,5,319,273,297,297,163,88
1658,d_SCA4qvpcVXorlwe4ZdGw,Diedre,1102,2008-08-25 01:30:50,2739,1487,1224,104,3.26,63,7,6,9,3,113,152,125,125,60,21
1669,rt3MZtOmwB0hohjILz45DQ,Ashley,388,2008-11-23 02:55:07,1527,250,1065,61,4.06,130,4,3,2,0,39,57,90,90,91,15
1686,XpgKYSb13A8zUPsJaETsyQ,Anna,9,2008-12-26 13:37:12,14,10,8,2,4.0,1,1,0,0,0,0,0,0,0,2,0
1692,kuhYz6erOHGKazHex8_KCQ,Ruth,138,2009-03-26 18:56:52,386,141,187,7,3.59,18,5,0,1,2,7,9,19,19,3,0
1700,AiIISHAAp5I1PF5fClkmMw,Ted,24,2008-11-24 22:18:05,67,7,23,1,4.17,1,1,0,0,0,0,0,0,0,0,0
1711,qTMK2qr6ngof4fe29qyooA,Allison,254,2010-02-28 19:04:59,1222,609,655,37,3.53,185,10,11,5,7,123,480,277,277,51,19
1733,-_x2LGJj_YKxJcM-P2Kvkg,Toni,42,2008-07-30 22:45:35,38,4,25,5,4.05,3,1,1,0,1,1,1,4,4,0,0
1753,FVndKRU3IidTvAhOtIKlvw,Samantha,105,2008-08-31 16:03:04,552,215,370,15,3.79,34,5,2,7,0,7,4,23,23,6,3
1765,Ltmt8XvFnhZtf4jXAlnADw,Dave,135,2008-11-20 01:40:27,288,133,175,3,3.64,7,6,0,0,1,6,18,18,18,8,2
1815,cOGbzvLV1MjtADrD7nkVHw,Clandestine Critic,101,2010-06-14 05:50:10,180,72,74,13,4.06,9,1,0,0,0,7,11,3,3,9,1
1816,snfg5hrEoUVYwkD4IcKeuw,Christina,75,2008-12-30 17:20:18,202,52,53,8,4.17,4,1,1,0,0,1,1,5,5,2,1
1827,g35P2UgyRK1ercs6rVkN1Q,Seve',244,2007-08-15 15:49:52,728,451,430,26,3.59,24,12,2,1,0,35,57,39,39,13,2
1837,jqTa-RtGU26q3TFTmMZOAw,Wesley,218,2009-04-17 16:02:02,419,94,188,15,3.71,20,13,1,0,0,11,13,17,17,14,3
1838,m-n_AHwndmHAgZIsu52kYA,Tracy,689,2007-12-30 08:55:20,2757,1007,1380,65,4.04,90,12,9,5,11,67,184,136,136,109,30
1846,68k6KMKuvArOWi8gyL6jlA,Patrick,145,2010-05-12 21:10:51,205,42,49,5,3.96,3,2,0,0,0,7,8,4,4,5,0
1852,tzCNZD_I-46eSHGpf3b9mQ,Celia,482,2010-02-26 17:12:06,1078,676,657,68,3.81,48,9,10,5,0,20,110,104,104,46,19
1857,3ywXGq4PyUoR_XXDvK_RIA,Toni,729,2006-06-13 03:44:01,1875,689,1268,77,4.2,61,19,5,4,1,45,69,100,100,45,23
1862,2SYFAGATQn96D8-FZNvaMw,Morgan,81,2010-09-13 18:21:01,121,31,46,4,3.89,3,4,2,0,0,4,4,2,2,2,1
1870,KXYRjdlgg-Gw7mwF22ZAJg,Dennis,450,2008-04-24 19:14:19,430,125,231,31,3.83,3,3,0,1,0,10,24,14,14,5,2
1877,Xlb-Hxrvkfyadnkmk5hrgw,MJ,467,2007-06-19 17:59:06,840,246,427,23,4.14,47,0,4,1,5,36,121,49,49,27,1
1893,61ce4FxaAY3ty3oSMyV_jA,Sonya,16,2007-11-17 19:42:40,63,15,38,2,4.69,6,1,0,1,0,1,1,7,7,1,0
1898,p-3grx8aw9eowG36jkouWA,Felicia,428,2009-08-26 01:36:41,497,71,237,27,4.41,4,2,0,1,0,14,6,13,13,10,2
1911,VFp9AYShu_C9T4QsHpM3yA,Jen,498,2010-11-08 19:03:09,785,167,280,26,3.91,42,3,0,2,6,31,42,20,20,36,2
1913,Z5wSVJOY5ibn5SjxmnVwSg,Nelson,73,2010-04-26 21:11:47,54,19,19,8,4.83,1,0,1,0,0,0,2,0,0,0,0
1917,Vc4QSYKAOf8NXriGXo919Q,Laurel,530,2011-08-29 02:35:29,1166,299,575,31,4.04,68,5,1,4,7,56,106,113,113,47,4
1928,Xxvz5g67eaCr3emnkY5M6w,Jen,2403,2007-12-25 23:12:22,4380,1504,1777,82,3.75,114,15,12,7,4,65,97,106,106,43,9
1935,aGI_wfhcJ86DJ-67Lkty8g,Di,435,2009-12-22 21:48:20,1053,632,474,62,3.72,40,7,5,4,2,23,27,38,38,36,6
1936,rTJ3EecGoQNbfFj7mqjDmw,Elizabeth,529,2009-03-18 03:49:43,796,189,296,37,3.74,24,7,4,2,1,20,32,31,31,28,13
1940,hjJULwAKSrz7jscP-e2u5A,Jesiree,125,2007-01-17 08:57:26,553,406,452,17,4.08,34,9,2,2,1,22,39,25,25,6,29
1942,Ig2ttf1xX2Ihlm0nsykaTw,Ken,250,2006-03-30 17:39:11,776,248,261,28,3.82,6,6,2,0,0,19,24,15,15,17,9
1968,-Y-GYdJZxf8MQ3Pp41FKlQ,Jill,19,2009-12-17 03:10:29,27,8,6,1,2.84,1,0,0,0,0,0,1,0,0,0,0
1969,84HvpQDxcHWmbMDfs8IEYw,Chrissy,534,2007-05-16 18:41:55,2121,1180,1416,54,3.56,82,5,1,12,3,73,64,92,92,17,5
1976,ForaPI7k_DZ6n9fsO0T7ZQ,Charles,57,2009-04-16 17:20:16,50,7,22,10,4.29,3,1,2,0,0,5,8,9,9,5,2
1985,rATLqbHENHQcs8clSGZfgA,Andy,230,2009-01-26 18:20:44,328,128,125,20,3.65,11,11,1,2,1,25,44,22,22,12,0
2000,MixavlshGj8JySe8ieiaFg,Avi,29,2010-03-14 17:28:00,54,6,6,3,3.0,0,0,0,0,0,1,0,0,0,0,0
2021,HjM7qx13RhKDJ9cQhJnUqw,Kate,82,2008-04-03 20:31:31,290,239,226,16,4.01,20,4,0,1,0,5,14,16,16,12,0
2026,3Zl3RokY8eyRJQbbQmuOuA,Grace,441,2010-08-23 14:57:56,536,102,213,33,3.41,18,4,4,1,0,16,26,22,22,16,19
2027,1eqy55tfazEXqDvGq2LDFw,allison,328,2007-03-18 03:12:21,672,215,277,29,3.81,23,8,1,0,1,19,20,28,28,15,0
2030,hBgbpWZJHS-y28xfgshBjQ,Laini,212,2011-10-16 03:09:04,544,183,213,17,3.66,40,4,1,0,1,20,48,56,56,42,0
2040,Lu8y2ayxVlAzuJEVfVcH4w,Rebekah,2482,2007-07-31 18:56:16,19362,11439,17244,710,4.23,2987,154,137,300,75,714,1872,2301,2301,830,1006
2054,0rKQ80I2nw_VDrbHXw6t1Q,Jenna,146,2009-09-19 02:32:52,197,17,125,3,3.52,0,1,0,0,0,7,4,5,5,2,0
2079,G6uiBIcMc21mxtIsR6K_3w,Irene,486,2009-12-14 01:40:43,2296,1016,1106,106,3.38,101,11,15,12,10,93,134,158,158,72,42
2099,TUR21jv1-_GCwmeO3ouOBg,Sam,362,2009-07-11 06:06:23,1032,302,370,58,4.02,35,7,2,1,4,54,71,41,41,77,18
2100,x7UU1bdc2INFrZFwp6yOPw,Camaron,253,2011-08-20 00:28:17,678,243,251,22,3.7,24,10,5,0,1,24,57,47,47,26,8
2104,Ph47K_EgYoZt1rpUsDLQlA,Inchul,33,2009-12-22 20:32:34,23,4,6,0,3.97,0,0,0,0,0,0,0,0,0,0,0
2108,w0Eb3PnZFiyQdWqXYKnx3A,Schuyler,510,2009-11-22 04:25:04,1499,627,972,42,3.98,53,8,10,7,1,66,75,89,89,23,16
2110,iDYn-UdVRwN_o-Mfb_otdg,Adrienne,9,2009-10-27 03:21:16,15,1,4,0,4.67,0,0,0,0,0,1,1,0,0,0,0
2114,nnImk681KaRqUVHlSfZjGQ,Carlos,1107,2006-07-18 20:46:04,4887,1663,3165,259,3.96,113,34,17,7,15,160,364,242,242,141,60
2129,8HetkOA961CAtcLQL8bo2Q,Kevin,41,2010-12-12 02:53:02,40,16,21,1,3.67,0,0,0,0,0,1,1,0,0,0,0
2155,FRY70kQAgvzQ1ApJkgb6oQ,Lisa,39,2010-01-04 05:06:50,101,13,14,4,3.15,3,0,1,0,0,3,2,6,6,2,0
2171,tgUvk_rJXFr24q-X7I1U2A,Stacey,207,2011-05-25 21:27:13,214,57,81,7,4.23,2,1,0,2,0,6,4,5,5,2,1
2186,I2F4VyZGB0FW2JzzlKz37g,Gerard,816,2007-09-16 17:43:46,3737,3316,3056,141,3.87,205,36,19,13,27,393,504,515,515,79,68
2192,KxGeqg5ccByhaZfQRI4Nnw,Ken,966,2010-05-02 19:28:22,3674,1562,3009,165,4.04,73,17,6,1,0,83,133,165,165,67,222
2193,kfiBpwAZFxAo_RcrBmQjbA,Jenny,313,2010-02-06 04:54:53,899,235,497,25,3.62,96,4,3,3,6,60,168,125,125,34,5
2194,VoANq2xMo8GkmDh8ldOLIA,Emily,57,2010-07-08 22:11:23,108,42,79,38,4.21,50,7,5,11,5,30,50,80,80,18,8
2197,3PB1TY8e8NnnHBHTb96p7Q,Casey,227,2010-09-08 18:12:09,292,60,177,17,3.87,20,3,4,2,1,13,46,30,30,10,2
2211,_JzvB98ppovharKXQ0B0TQ,Jen,41,2009-08-24 21:13:55,89,6,45,12,4.44,0,1,0,0,0,5,1,2,2,1,1
2237,Jt3GylPuH64uA3zTdbMdCg,Dana,881,2008-01-08 02:17:30,956,177,544,33,4.3,20,5,2,1,3,14,30,39,39,19,1
2241,0du93EkEwKuxRG_x6hqVUg,Lyndi,208,2011-03-21 19:41:42,429,243,236,18,4.1,34,3,12,0,5,8,12,33,33,19,1
2243,BGSvF76KcEbNqAYCbwFQ1A,Samra,162,2010-03-07 19:52:47,115,42,44,3,3.48,3,1,1,0,0,4,7,4,4,3,0
2247,iMAQg9C20QFfrpzvRAPGYQ,A. Jordan,60,2008-09-12 21:32:37,103,23,54,3,4.57,2,1,2,1,0,2,0,5,5,1,0
2248,JTqQ9C9S2Qc8_aHtO1965g,Ann,488,2007-11-14 14:28:12,1084,451,541,38,3.59,56,8,3,8,2,46,52,54,54,17,9
2272,uCAtWdcGvNDkJUxqBk8OBA,Fay,189,2010-01-10 18:59:46,230,40,54,9,3.42,5,1,0,0,0,3,4,8,8,0,1
2282,Oq7bhUYJ0rTnVZg8UWBwIA,roberta,14,2009-03-03 00:10:37,19,9,10,1,4.47,0,0,0,0,0,0,0,0,0,0,0
2284,SGY0ydXxLbkbY-w9E2g8Tg,Brad,419,2009-08-31 19:06:56,890,291,491,26,3.88,21,4,0,1,0,19,20,37,37,24,6
2287,D4un9kv2gb3jaPDS7NMELg,Amanda,398,2009-08-20 04:20:24,722,265,334,33,3.77,65,8,9,5,3,31,54,59,59,26,3
2330,7qY2KOV-9OsvlT2qB6NgDA,Celeste,616,2009-04-06 00:55:56,1381,439,751,72,4.03,73,8,3,2,1,40,81,150,150,46,28
2340,1OSARXZ-t1RDY2JgbLY_oQ,veronika,145,2007-07-19 16:39:45,498,147,309,16,3.05,16,5,3,3,4,8,10,10,10,3,2
2350,CmSK6-ymoTjGMD0_MG0OOg,Melissa,8,2007-12-25 22:45:22,9,4,0,3,4.55,0,1,0,0,0,0,1,0,0,0,0
2352,3wmJc1Bn99Nx9UtO3MIfiw,Sue,82,2007-07-04 02:51:45,122,34,39,7,3.53,4,0,1,0,0,2,4,3,3,2,1
2354,hlPOotTeYCyd5TQAKpv5LQ,Meghan,1133,2009-02-06 16:25:26,2250,666,852,97,3.46,56,9,4,6,2,50,96,91,91,49,8
2355,j-rhaPEBYWLRNGIYJ_K5lA,Bill,54,2009-09-07 22:55:40,96,24,18,1,3.53,0,0,0,0,0,1,5,2,2,1,0
2357,BrDZXyKs-uOdZkUoDOL2WQ,Bill,139,2011-08-29 12:59:25,148,23,33,1,3.69,1,0,0,0,0,3,4,2,2,1,1
2358,mGkVrpGanZNQ965oDIejNQ,Monica,54,2009-01-24 21:27:02,168,89,120,21,3.84,66,6,0,4,0,60,17,47,47,7,10
2362,Oi1qbcz2m2SnwUeztGYcnQ,Steven,1371,2010-03-19 16:40:37,29572,13919,23028,739,3.62,531,72,73,8,11,585,2260,1423,1423,654,379
2366,WRLtzAtowE1Bo8yn5WGsVA,Ivy,142,2010-08-03 23:43:11,108,17,41,7,4.01,2,1,0,0,0,4,0,5,5,1,0
2374,x1_sp_rHxZtI8VLX_IF5cw,Lulu,72,2010-08-25 03:02:32,237,69,112,62,3.42,40,4,1,6,2,23,8,48,48,17,13
2409,8MKygqfspKqG2-X9ycR-Ow,Hunter,189,2008-01-02 03:56:16,672,266,384,15,3.68,20,9,4,0,2,40,66,38,38,24,3
2413,gGY0XQoNkOwRYfPeCiMWWQ,Kyle,170,2011-04-12 16:23:49,259,45,109,9,3.99,9,4,4,0,0,8,4,8,8,5,0
2431,AoG7mVduUL7qQtjjFbtCOw,Rachael,229,2011-04-22 14:35:14,288,242,153,12,3.8,13,2,0,0,0,18,24,12,12,9,4
2439,Tvegk5s428x5XwFZcTQypg,Ally,125,2009-02-25 14:55:22,466,265,331,10,3.36,20,2,1,2,10,12,15,11,11,6,0
2459,9WFy3YGJUy5cCRMIrwyu6g,Jennifer,307,2008-07-24 20:01:48,617,311,257,29,3.67,11,5,1,1,2,8,7,10,10,6,4
2460,ig5IJbIuq-gopoPIEUlm1w,Kat,720,2008-08-05 00:20:51,2468,1872,1493,89,3.5700000000000003,271,29,32,65,9,167,249,267,267,74,83
2467,lvfHxioG1mJZ8CNc-RYKOw,Jason,74,2007-05-17 14:54:59,256,274,189,19,3.51,30,6,3,1,1,13,52,32,32,12,10
2469,toQe9adQWV7iC7KM_eugsA,Sarah,210,2010-04-22 06:45:06,518,199,232,13,3.7,14,1,0,2,6,31,14,18,18,13,0
2487,oSeE_p_gYxI82APPWJhJjg,Jim,324,2008-01-08 01:55:03,999,475,669,20,2.7,81,10,3,3,3,83,156,86,86,16,2
2497,UHYGPZcXS1b2UwQnHvzukQ,Molly,7,2011-04-03 02:17:30,2,0,2,0,4.29,0,0,0,0,0,1,0,0,0,0,0
2500,96Je4EBN4cpolApaqcJ6Vw,La,141,2007-11-11 01:57:09,123,28,37,5,3.31,0,2,1,0,0,2,2,2,2,1,0
2520,WPl2gULxrrh_GoypMzHF-A,P,1594,2009-07-19 21:37:36,5797,2717,3343,244,3.62,689,72,42,41,7,530,1208,879,879,174,113
2533,OkuYM60R-zMhUfq7wWf11A,Rick,105,2010-05-18 01:22:56,126,46,32,6,4.11,0,0,0,0,0,7,1,4,4,2,0
2546,oAhoFRRKomodbIx8jtKmKA,Kerry,277,2011-03-08 21:40:56,889,406,467,43,4.09,35,7,5,1,0,29,36,38,38,51,7
2567,qI3uzegMdq3q3WxAajECGw,Tara,961,2009-08-11 15:58:37,11040,7122,8919,894,3.89,1254,97,97,171,59,557,2315,1380,1380,433,378
2579,uZzs_KFzSDFjpyVLyl7Pqg,Tara,168,2010-02-08 06:44:25,352,145,118,13,3.65,3,0,2,0,1,3,10,3,3,5,0
2593,CDMDkgXB8kdo3DASMFtf2w,Melynda,46,2009-09-02 21:37:34,94,15,36,3,4.09,2,0,0,0,0,0,3,2,2,2,0
2594,u-u8vyXgSSQSA_K6rvrZjA,Alyssa,395,2010-07-20 14:02:53,1514,1391,799,78,3.76,193,10,12,20,6,78,197,143,143,77,10
2617,YJRXqjRU09-4_Lvv1tPU4A,Bobbie,6,2011-03-20 05:13:26,7,0,5,1,4.33,1,0,0,0,0,0,0,0,0,0,1
2619,h3KpLypa9SZEw2ydFNC19Q,Alvin,783,2010-06-07 19:55:05,2351,894,1184,79,3.59,65,21,6,1,0,46,53,149,149,62,46
2626,BIBdLxXLDHKpzvcC-xy44w,Jessica,44,2008-07-09 13:01:58,54,14,8,2,3.67,2,2,0,0,0,3,0,1,1,0,0
2635,6HaXYb9P_XfSrKVgjkt2Bw,Joshua,97,2010-04-05 04:31:33,337,120,217,8,4.21,35,5,1,0,2,37,64,67,67,12,0
2644,Tj58A0_D-WsD-UirmpYSEQ,Jen,431,2009-09-08 20:09:23,296,90,139,25,4.07,6,2,1,1,0,9,21,18,18,7,2
2676,43eO3fiHiw39QlLF7QjznQ,Ed,30,2010-04-22 03:32:51,41,4,15,2,3.91,0,3,0,0,0,0,0,0,0,1,0
2679,TVN3qoXU0-sateboutdCZg,Angela,695,2010-04-19 06:17:05,1588,371,686,60,3.71,28,5,1,1,1,35,55,63,63,18,20
2684,iJdknUsOPUDA2BTfTVE1Hg,Jennifer,577,2009-10-29 06:13:20,1033,301,485,61,3.79,56,9,4,5,3,129,96,73,73,13,14
2692,Amc7J0F3KeAKzOOQrlpqog,Lesley,1229,2009-09-26 20:53:18,4272,1867,2930,159,4.08,291,16,6,26,9,170,547,431,431,89,141
2701,X-8WUdJ1hYidYXQygzTEBw,Meghan,533,2010-11-12 16:43:57,1239,675,465,33,3.67,39,8,3,1,3,30,39,70,70,47,2
2734,eopmkPjbMQz9uh1hnZ8nhA,Ellie,176,2009-10-24 11:31:19,293,88,59,11,3.27,3,2,0,0,0,13,5,9,9,2,2
2746,QuG-DQ6vQ1XbOaPpI0oZuA,Lizzy,15,2012-11-30 03:09:37,28,13,9,1,3.24,0,0,0,0,0,1,1,0,0,0,0
2756,7tIaG0p7viFi0QNIgkqCyg,Lotsh,190,2010-03-17 01:46:48,183,69,50,3,3.23,2,3,0,0,1,8,4,1,1,2,0
2766,Y5GQp-hkdDrqbaUYbhhn0A,Jayelynn,19,2011-04-02 22:22:06,20,4,4,3,4.53,1,0,0,0,0,1,1,0,0,0,0
2771,75gVxMY_BH2ZHo3PKMRxCA,Nicole,252,2011-05-26 13:35:08,392,111,62,10,3.81,3,0,0,1,0,11,3,0,0,3,1
2785,Jc2D_Uk4i03E3bmFNp2Smw,Mariela,343,2008-07-28 05:53:01,431,146,110,18,3.67,2,2,0,0,1,6,8,7,7,10,2
2791,tXI5GghK7ljFufyFlCFmVg,Shelly,203,2011-10-20 14:45:14,139,21,48,13,3.89,4,0,0,0,0,10,5,9,9,2,1
2802,ZsFF2j_Bkruztr801LWarw,John,1086,2007-07-18 18:03:47,767,180,362,69,3.78,7,6,4,0,1,29,45,33,33,17,3
2814,TyrrC2pZQ5LAJjiFqqk05A,Enzo,99,2006-10-31 20:51:49,174,42,67,11,4.46,2,0,0,0,0,5,10,5,5,3,0
2815,yA7KZuswD0f_udzYIO-GHQ,Herb,84,2007-07-21 02:32:16,132,11,89,7,3.83,5,4,0,0,0,9,1,10,10,1,0
2823,pzV7A5XSTK6zSPAxeAmaLA,Leanne,414,2008-12-29 17:24:33,1936,659,814,47,3.75,16,5,1,2,1,29,51,14,14,32,5
2826,lpnI226_ekGGvkx2Kd-biQ,Fenty,79,2012-02-12 00:14:12,175,38,50,17,3.5700000000000003,4,4,0,0,0,12,16,3,3,0,7
2834,ZxFiOPLd44sRAPvTPSS1MA,Chris,4,2011-04-25 16:45:48,6,0,1,2,3.5,0,0,0,0,0,0,0,1,1,0,0
2857,b5pekr1ZBq878laH68PAmw,Jayme,190,2009-10-06 23:02:15,413,74,159,13,3.92,13,1,0,0,0,9,7,12,12,8,5
2879,YAJswo-twIgeKX0mdW2r3A,Alyssa,227,2009-02-24 21:04:39,744,309,292,43,3.78,46,16,1,7,3,29,29,36,36,25,3
2880,5G2IF0VIN3Brl-m45QDXsA,Alie,327,2011-12-08 22:14:07,643,162,336,45,3.97,17,4,5,7,4,26,29,39,39,28,11
2882,ABy_uGiyQ7zlndwnodvFaw,Maria,420,2009-09-30 20:27:26,1309,306,295,16,3.73,13,2,0,1,0,13,7,12,12,14,7
2897,sm6AzP6HSQhI9j9V_oiPWA,Ocee,1203,2008-04-23 06:54:20,2492,1420,1031,69,2.93,51,7,4,4,7,40,60,55,55,41,32
2903,hRh68PE5x9ilwPf0EoIAww,Michael,270,2009-05-27 16:59:45,335,56,84,10,3.39,3,3,1,0,0,8,5,6,6,6,0
2944,Lrk7Q6eJcu1nyDdW0SMiKw,Natalie,140,2011-07-17 15:02:44,469,135,259,12,4.23,0,5,2,1,4,7,18,1,1,9,3
2975,EpPlRUOleCbfjWu_yYwUcg,Chiwei,103,2009-04-15 12:47:57,460,162,277,27,3.74,46,4,1,0,0,19,40,28,28,25,5
2991,haYGJB0eFC2URrrW9nOdcA,M,173,2010-07-09 18:02:53,181,43,35,3,3.93,5,3,1,0,0,4,4,3,3,1,0
3000,rTz-hsyfsBMw-ywhnsSOOQ,Daniel,373,2008-12-01 17:40:37,578,159,279,15,3.69,5,5,0,1,0,10,9,7,7,4,4
3008,gBpxjo01cpY_5stvzru46Q,Andrea,621,2009-03-07 20:57:38,1280,539,603,42,3.88,51,11,3,2,0,44,55,73,73,8,5
3016,v_riC5aPW8i5teI_-VN8lA,Kim,54,2007-09-26 03:50:26,126,12,78,4,3.93,2,1,0,0,0,5,3,2,2,1,0
3027,oMTvwviMi0_30lKFhkGkQw,Kathryn,27,2009-05-18 17:44:21,101,61,38,5,4.1,2,1,0,0,0,0,4,2,2,3,2
3031,N4NptEGUgpmfBRMcccZF4w,Michael,24,2010-11-15 01:31:25,50,50,27,2,4.13,0,0,0,0,1,0,0,0,0,0,0
3034,8VNmuYmFboXleIFf-stnFg,Todd,487,2010-12-26 21:52:04,2637,734,1617,83,3.92,53,5,3,0,0,45,68,72,72,113,10
3045,AXfWs-0V3IsaScpxd77NmQ,Brad,24,2011-03-04 15:31:18,19,2,7,0,4.23,0,0,0,0,0,1,0,3,3,1,1
3066,Ue_b9PgmrrT0gLElBQBuDA,Dan,99,2012-01-18 04:19:13,321,98,97,17,3.47,8,3,0,0,0,9,9,4,4,13,1
3080,pkP3z8r_3mmkHZ7EuiVahg,Michael,122,2010-07-11 14:02:59,300,96,121,14,3.89,18,6,1,0,0,16,15,21,21,13,1
3087,ms7gg62p6gEfc6-YHNaebQ,Annie,1118,2009-10-18 17:10:41,3049,838,1344,167,3.95,75,14,5,15,3,77,95,110,110,87,27
3099,y6nCJj6kP4ynm1AvGlcmkg,S,301,2011-05-03 01:15:20,186,26,62,5,4.02,0,1,0,0,0,2,5,0,0,0,5
3114,9SmZsp2AaXhXr4tinaoeAg,Daniel,69,2011-05-06 17:54:20,119,57,32,5,3.39,8,3,1,0,0,8,5,19,19,4,1
3121,hEoCgGklQtYQzgAPeIaWTw,Nina,298,2009-02-18 03:54:31,279,46,140,11,4.07,9,4,0,0,0,8,11,12,12,9,8
3125,6O0MxTs3Pzzj5cXSHgYmrw,Nicole,311,2007-01-21 05:09:03,550,175,326,33,3.39,17,3,3,2,7,6,9,16,16,4,2
3135,eXUAOLKxgATwiER4fZ2qzQ,Tony,23,2010-05-22 01:55:33,18,5,4,0,4.13,0,0,0,0,0,0,0,0,0,0,0
3139,ta56z7MLe6lXyYqjT4B2cA,Robin,45,2008-04-02 02:44:57,125,54,51,6,3.9,6,2,0,0,0,1,1,2,2,1,0
3168,Pht2gTMs2tlWstnH-1xt5w,Kevin,7,2010-09-20 19:33:58,6,2,1,2,4.14,0,0,0,0,0,0,0,0,0,0,0
3172,VAVc-7uZxCkL3KQOuXtMCw,Michelle,24,2007-12-05 16:45:01,73,14,42,8,4.88,6,0,0,1,2,1,1,4,4,0,1
3188,Pk-dihlvXRaVfE65ghVOLA,LJ,318,2009-12-30 18:45:47,1067,378,412,45,4.32,39,3,3,2,8,32,64,40,40,21,5
3189,dgGUKdOh2a01OwLw1qgfDw,Alex,875,2011-12-14 23:17:41,2195,348,673,100,4.02,52,16,11,6,1,63,159,110,110,43,9
3191,bslOvFExlhVCaIIxh1PCTQ,liza,153,2009-08-13 13:21:28,282,165,197,13,3.75,10,2,0,1,2,2,4,15,15,7,0
3214,VEj1OuO6QrQMXFhuMZJ8cQ,Ettya,705,2011-03-16 14:44:46,2329,1876,1859,90,4.25,127,18,11,13,8,93,128,148,148,133,12
3215,TR7ezcRznfr1Jif7euZZJg,Marlyn,794,2008-11-21 23:55:46,4216,2027,2374,185,3.87,144,23,14,16,1,137,261,239,239,163,47
3231,iT1AA74QFn_a0Xq9-ggSGA,John L.,2017,2010-07-16 20:51:51,12584,5759,6912,237,3.72,624,93,45,38,43,1024,2074,1298,1298,538,441
3244,TgzYi-heKMWB9B6HsjyNyA,Mike,466,2009-11-28 21:50:43,977,222,531,42,4.22,63,9,3,0,0,61,130,92,92,42,6
3245,OQ3nmZU8-Y6U2bgrZBKT2w,Richard,20,2011-05-11 22:41:37,9,1,8,2,4.05,0,0,0,0,0,1,0,0,0,0,0
3250,clSor65-ie2nuNmcr6tUUQ,Samantha,184,2008-02-17 20:48:33,408,102,264,13,4.32,18,1,0,1,1,18,13,27,27,3,0
3253,H2DNqyt2CR5a8Gv3Jisqhg,Sharee,665,2009-05-11 16:01:18,1379,299,580,47,3.91,31,9,5,1,0,51,61,81,81,30,4
3259,dcIMQveZpojXgPggygNDaw,Pete,161,2010-07-07 20:40:06,202,40,63,9,3.71,0,1,3,0,0,7,2,7,7,2,1
3261,W67nXodRWTIa-d1NJlncvA,Saba,462,2008-09-07 02:09:03,1421,716,771,61,3.87,80,14,3,3,2,39,41,81,81,71,7
